video_id,offset,start,end
14570001.MOV.mp4,0,0,4305
2019_0503_150006_003.MP4.mp4,4299,4306,5032
MAH00790.MP4.mp4,4673,5034,6103
2019_0503_150006_003.MP4.mp4,4299,6104,6468
MAH00790.MP4.mp4,4673,6470,7058
2019_0503_150006_003.MP4.mp4,4299,7060,7137
MAH00790.MP4.mp4,4673,7139,7339
2019_0503_150006_003.MP4.mp4,4299,7341,7475
MAH00790.MP4.mp4,4673,7476,7507
2019_0503_150006_003.MP4.mp4,4299,7508,8448
MAH00790.MP4.mp4,4673,8450,8704
2019_0503_150006_003.MP4.mp4,4299,8705,8904
MAH00790.MP4.mp4,4673,8906,9680
2019_0503_150006_003.MP4.mp4,4299,9682,10105
MAH00790.MP4.mp4,4673,10107,10245
2019_0503_150006_003.MP4.mp4,4299,10247,10324
MAH00790.MP4.mp4,4673,10326,10569
2019_0503_150006_003.MP4.mp4,4299,10570,10611
MAH00790.MP4.mp4,4673,10612,11469
2019_0503_150006_003.MP4.mp4,4299,11471,11596
MAH00790.MP4.mp4,4673,11597,11656
2019_0503_150006_003.MP4.mp4,4299,11658,11730
MAH00790.MP4.mp4,4673,11731,12242
2019_0503_150006_003.MP4.mp4,4299,12244,12500
MAH00790.MP4.mp4,4673,12502,12544
2019_0503_150006_003.MP4.mp4,4299,12545,12607
MAH00790.MP4.mp4,4673,12609,12985
2019_0503_150006_003.MP4.mp4,4299,12987,13090
MAH00790.MP4.mp4,4673,13091,14089
2019_0503_150006_003.MP4.mp4,4299,14091,14228
MAH00790.MP4.mp4,4673,14230,14404
2019_0503_150006_003.MP4.mp4,4299,14406,14575
MAH00790.MP4.mp4,4673,14577,14902
2019_0503_150006_003.MP4.mp4,4299,14904,14948
MAH00790.MP4.mp4,4673,14949,15214
2019_0503_150006_003.MP4.mp4,4299,15216,15711
MAH00790.MP4.mp4,4673,15713,15868
2019_0503_150006_003.MP4.mp4,4299,15870,15920
14570001.MOV.mp4,0,15921,15976
